Date,Close
2026-01-28,243.00999450683594
2026-01-29,241.72999572753906
2026-01-30,239.3000030517578
2026-02-02,242.9600067138672
2026-02-03,238.6199951171875
2026-02-04,232.99000549316406
2026-02-05,222.69000244140625
2026-02-06,210.32000732421875
2026-02-09,208.72000122070312
2026-02-10,206.9600067138672
2026-02-11,204.0800018310547
2026-02-12,199.60000610351562
2026-02-13,198.7899932861328
2026-02-17,201.14999389648438
2026-02-18,204.7899932861328
2026-02-19,204.86000061035156
2026-02-20,210.11000061035156
2026-02-23,205.27000427246094
2026-02-24,208.55999755859375
2026-02-25,210.63999938964844
2026-02-26,207.9199981689453
2026-02-27,210.0
2026-03-02,208.38999938964844
2026-03-03,208.72999572753906
2026-03-04,216.82000732421875
2026-03-05,218.94000244140625
2026-03-06,213.2100067138672
2026-03-09,213.49000549316406
2026-03-10,214.3300018310547
2026-03-11,212.64999389648438
2026-03-12,209.52999877929688
2026-03-13,207.6699981689453
2026-03-16,211.74000549316406
2026-03-17,215.1999969482422
2026-03-18,209.8699951171875
2026-03-19,208.75999450683594
2026-03-20,205.3699951171875
2026-03-23,210.13999938964844
2026-03-24,207.24000549316406
2026-03-25,211.7100067138672
2026-03-26,207.5399932861328
2026-03-27,199.33999633789062
2026-03-30,200.9499969482422
2026-03-31,208.27000427246094
2026-04-01,210.57000732421875
2026-04-02,209.77000427246094
2026-04-06,212.7899932861328
2026-04-07,213.77000427246094
2026-04-08,221.25
2026-04-09,233.64999389648438
2026-04-10,238.3800048828125
2026-04-13,239.88999938964844
2026-04-14,249.02000427246094
2026-04-15,248.5
2026-04-16,249.6999969482422
2026-04-17,250.55999755859375
2026-04-20,248.27999877929688
2026-04-21,249.91000366210938
2026-04-22,255.36000061035156
2026-04-23,255.0800018310547
2026-04-24,263.989990234375
2026-04-27,261.1199951171875
